##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Scavenging by Class F Receptors	Reactome	R-HSA-3000484	1	6	0.0672144011433	0.195656111763	SREC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000484
GDP-fucose biosynthesis	Reactome	R-HSA-6787639	1	6	0.0672144011433	0.195656111763	FUCT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6787639
Synthesis of Dolichyl-phosphate	Reactome	R-HSA-446199	1	6	0.0672144011433	0.195656111763	DOLK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446199
Activation of caspases through apoptosome-mediated cleavage	Reactome	R-HSA-111459	1	6	0.0672144011433	0.195656111763	CYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111459
rRNA modification in the mitochondrion	Reactome	R-HSA-6793080	1	6	0.0672144011433	0.195656111763	NSUN4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6793080
Protein repair	Reactome	R-HSA-5676934	1	6	0.0672144011433	0.195656111763	MSRB3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676934
Phosphorylation of Emi1	Reactome	R-HSA-176417	1	6	0.0672144011433	0.195656111763	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176417
Sensing of DNA Double Strand Breaks	Reactome	R-HSA-5693548	1	6	0.0672144011433	0.195656111763	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693548
MET Receptor Activation	Reactome	R-HSA-6806942	1	6	0.0672144011433	0.195656111763	MET	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806942
Homologous recombination	KEGG PATHWAY	hsa03440	2	41	0.0675647004648	0.195656111763	BACH1|TOP3A	http://www.genome.jp/kegg-bin/show_pathway?hsa03440/hsa:83990%09red/hsa:7156%09red
Binding and Uptake of Ligands by Scavenger Receptors	Reactome	R-HSA-2173782	2	41	0.0675647004648	0.195656111763	SREC|FAT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173782
IL-17 signaling pathway	KEGG PATHWAY	hsa04657	3	93	0.0701033384208	0.199517524152	TRAF3|TRAF4|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04657/hsa:9618%09red/hsa:29110%09red/hsa:7187%09red
Pre-NOTCH Transcription and Translation	Reactome	R-HSA-1912408	3	93	0.0701033384208	0.199517524152	H2B|H2A|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912408
Recruitment of NuMA to mitotic centrosomes	Reactome	R-HSA-380320	3	93	0.0701033384208	0.199517524152	CEP63|GCP6|SSNA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380320
Toll Like Receptor 3 (TLR3) Cascade	Reactome	R-HSA-168164	3	93	0.0701033384208	0.199517524152	TRAF3|BIRC3|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168164
NCAM1 interactions	Reactome	R-HSA-419037	2	42	0.0703335157082	0.199517524152	AGRIN|NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-419037
TNF signaling	Reactome	R-HSA-75893	2	42	0.0703335157082	0.199517524152	CLIP3|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75893
Bile acid and bile salt metabolism	Reactome	R-HSA-194068	2	42	0.0703335157082	0.199517524152	NCOA1|NTCP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194068
Ub-specific processing proteases	Reactome	R-HSA-5689880	5	219	0.0726417469507	0.205466336579	BIRC3|PSME4|H2A|TRRAP|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689880
Transport of vitamins, nucleosides, and related molecules	Reactome	R-HSA-425397	2	43	0.0731388135764	0.205676490202	APOD|FUCT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425397
SUMOylation of transcription cofactors	Reactome	R-HSA-3899300	2	43	0.0731388135764	0.205676490202	DAXX|NCOA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3899300
Hepatitis C	KEGG PATHWAY	hsa05160	4	155	0.0737276321216	0.206031481346	CYC|LDLR|TRAF3|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:29110%09red/hsa:54205%09red/hsa:3949%09red/hsa:7187%09red
Dilated cardiomyopathy (DCM)	KEGG PATHWAY	hsa05414	3	96	0.0753511177803	0.206031481346	ADRB1|ACTC|LAMA	http://www.genome.jp/kegg-bin/show_pathway?hsa05414/hsa:284217%09red/hsa:153%09red/hsa:70%09red
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Reactome	R-HSA-8936459	3	96	0.0753511177803	0.206031481346	KMT2A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8936459
Carbohydrate digestion and absorption	KEGG PATHWAY	hsa04973	2	44	0.07597960595	0.206031481346	MGA|G6PC2	http://www.genome.jp/kegg-bin/show_pathway?hsa04973/hsa:8972%09red/hsa:57818%09red
Intra-Golgi traffic	Reactome	R-HSA-6811438	2	44	0.07597960595	0.206031481346	COG3|IAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811438
TP53 Regulates Transcription of Cell Death Genes	Reactome	R-HSA-5633008	2	44	0.07597960595	0.206031481346	AMID|CASP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633008
Glycerophospholipid catabolism	Reactome	R-HSA-6814848	1	7	0.0764412793071	0.206031481346	ENPP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6814848
SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes 	Reactome	R-HSA-111464	1	7	0.0764412793071	0.206031481346	CYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111464
SMAC, XIAP-regulated apoptotic response	Reactome	R-HSA-111469	1	7	0.0764412793071	0.206031481346	CYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111469
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	Reactome	R-HSA-5649702	1	7	0.0764412793071	0.206031481346	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5649702
MECP2 regulates transcription of neuronal ligands	Reactome	R-HSA-9022702	1	7	0.0764412793071	0.206031481346	DLL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022702
Displacement of DNA glycosylase by APEX1	Reactome	R-HSA-110357	1	7	0.0764412793071	0.206031481346	MBD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110357
Post-transcriptional silencing by small RNAs	Reactome	R-HSA-426496	1	7	0.0764412793071	0.206031481346	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-426496
Attachment of GPI anchor to uPAR	Reactome	R-HSA-162791	1	7	0.0764412793071	0.206031481346	GPI8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162791
SMAC (DIABLO) binds to IAPs 	Reactome	R-HSA-111463	1	7	0.0764412793071	0.206031481346	CYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111463
Anchoring of the basal body to the plasma membrane	Reactome	R-HSA-5620912	3	97	0.0771380109196	0.2073350404	CEP63|TECT3|SSNA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620912
Metabolism of amino acids and derivatives	Reactome	R-HSA-71291	7	367	0.0797415434922	0.210801356664	GCSP|ACAD8|PSME4|SERA|DDC|CHDH|HGD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71291
MAPK signaling pathway	KEGG PATHWAY	hsa04010	6	295	0.0798413733043	0.210801356664	DAXX|SRF|VEGFD|MET|ECSIT|TIE2	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:4233%09red/hsa:2277%09red/hsa:51295%09red/hsa:1616%09red/hsa:6722%09red/hsa:7010%09red
Wnt signaling pathway	KEGG PATHWAY	hsa04310	4	160	0.0805023459988	0.210801356664	LGR5|LRP6|RYK|ZNRF3	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:6259%09red/hsa:8549%09red/hsa:84133%09red/hsa:4040%09red
HIV Infection	Reactome	R-HSA-162906	5	227	0.0815345655536	0.210801356664	RCC1|PSME4|CCNT2|TAF5|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162906
RNA Polymerase I Transcription Initiation	Reactome	R-HSA-73762	2	46	0.0817638009531	0.210801356664	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73762
Nuclear Envelope Breakdown	Reactome	R-HSA-2980766	2	46	0.0817638009531	0.210801356664	NEK7|NEK9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980766
NF-kappa B signaling pathway	KEGG PATHWAY	hsa04064	3	100	0.0826091424502	0.210801356664	TRAF3|BIRC3|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa04064/hsa:7099%09red/hsa:330%09red/hsa:7187%09red
TNFR2 non-canonical NF-kB pathway	Reactome	R-HSA-5668541	3	100	0.0826091424502	0.210801356664	PSME4|TRAF3|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668541
Signaling by GPCR	Reactome	R-HSA-372790	17	1170	0.0835100327076	0.210801356664	NOP9|OBSCN|LRP12|QRFPR|PLB1|LDLR|CCKAR|H4|DRD1|ADRB1|AGRIN|PLC|GPR54|PDE2A|REEP4|BCDO1|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
UCH proteinases	Reactome	R-HSA-5689603	3	101	0.0844690745242	0.210801356664	H2A|PSME4|NFRKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689603
COPI-mediated anterograde transport	Reactome	R-HSA-6807878	3	101	0.0844690745242	0.210801356664	COG3|DCTN1|GBF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807878
HIV Transcription Initiation	Reactome	R-HSA-167161	2	47	0.0847053059153	0.210801356664	TAF5|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167161
RNA Polymerase II Transcription Initiation And Promoter Clearance	Reactome	R-HSA-76042	2	47	0.0847053059153	0.210801356664	TAF5|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76042
Interleukin-12 signaling	Reactome	R-HSA-9020591	2	47	0.0847053059153	0.210801356664	GSTO1|ALS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020591
RNA Polymerase II HIV Promoter Escape	Reactome	R-HSA-167162	2	47	0.0847053059153	0.210801356664	TAF5|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167162
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	Reactome	R-HSA-73779	2	47	0.0847053059153	0.210801356664	TAF5|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73779
RNA Polymerase II Transcription Initiation	Reactome	R-HSA-75953	2	47	0.0847053059153	0.210801356664	TAF5|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75953
RNA Polymerase II Promoter Escape	Reactome	R-HSA-73776	2	47	0.0847053059153	0.210801356664	TAF5|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73776
Transport of fatty acids	Reactome	R-HSA-804914	1	8	0.0855771180704	0.210801356664	APOD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-804914
ROBO receptors bind AKAP5	Reactome	R-HSA-9010642	1	8	0.0855771180704	0.210801356664	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010642
Orexin and neuropeptides FF and QRFP bind to their respective receptors	Reactome	R-HSA-389397	1	8	0.0855771180704	0.210801356664	QRFPR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389397
Coenzyme A biosynthesis	Reactome	R-HSA-196783	1	8	0.0855771180704	0.210801356664	COASY	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196783
RNF mutants show enhanced WNT signaling and proliferation	Reactome	R-HSA-5340588	1	8	0.0855771180704	0.210801356664	LRP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5340588
Defective CHST14 causes EDS, musculocontractural type	Reactome	R-HSA-3595174	1	8	0.0855771180704	0.210801356664	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595174
VEGF ligand-receptor interactions	Reactome	R-HSA-194313	1	8	0.0855771180704	0.210801356664	VEGFD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194313
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	Reactome	R-HSA-8939242	1	8	0.0855771180704	0.210801356664	CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939242
Cross-presentation of particulate exogenous antigens (phagosomes)	Reactome	R-HSA-1236973	1	8	0.0855771180704	0.210801356664	FAT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236973
Vitamin C (ascorbate) metabolism	Reactome	R-HSA-196836	1	8	0.0855771180704	0.210801356664	GSTO1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196836
Sema4D mediated inhibition of cell attachment and migration	Reactome	R-HSA-416550	1	8	0.0855771180704	0.210801356664	MET	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416550
VEGF binds to VEGFR leading to receptor dimerization	Reactome	R-HSA-195399	1	8	0.0855771180704	0.210801356664	VEGFD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195399
Competing endogenous RNAs (ceRNAs) regulate PTEN translation	Reactome	R-HSA-8948700	1	8	0.0855771180704	0.210801356664	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8948700
Defective CHST3 causes SEDCJD	Reactome	R-HSA-3595172	1	8	0.0855771180704	0.210801356664	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595172
Defective CHSY1 causes TPBS	Reactome	R-HSA-3595177	1	8	0.0855771180704	0.210801356664	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3595177
Thermogenesis	KEGG PATHWAY	hsa04714	5	231	0.0861885498421	0.211771361102	COA5|COX19|ATPO|COX5A|COX3	http://www.genome.jp/kegg-bin/show_pathway?hsa04714/hsa:90639%09red/hsa:539%09red/hsa:9377%09red/hsa:4514%09red/hsa:493753%09red
Neddylation	Reactome	R-HSA-8951664	5	232	0.0873734269534	0.213812505925	HLF|PSME4|DCAF6|FBXL7|FBX11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951664
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	hsa00520	2	48	0.0876785096239	0.213812505925	NPL|CHIT1	http://www.genome.jp/kegg-bin/show_pathway?hsa00520/hsa:80896%09red/hsa:1118%09red
TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-HSA-6791312	2	48	0.0876785096239	0.213812505925	CNOT7|CAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791312
tRNA processing	Reactome	R-HSA-72306	3	103	0.0882421800289	0.214113818374	WDR4|CTU1|NCS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72306
Transcriptional regulation by small RNAs	Reactome	R-HSA-5578749	3	103	0.0882421800289	0.214113818374	H2B|H2A|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5578749
Cocaine addiction	KEGG PATHWAY	hsa05030	2	49	0.0906825012577	0.219487745582	DDC|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05030/hsa:1812%09red/hsa:1644%09red
Hepatocellular carcinoma	KEGG PATHWAY	hsa05225	4	168	0.0919568773432	0.221850596289	MET|GSTO1|PHF10|LRP6	http://www.genome.jp/kegg-bin/show_pathway?hsa05225/hsa:55274%09red/hsa:9446%09red/hsa:4040%09red/hsa:4233%09red
Serine biosynthesis	Reactome	R-HSA-977347	1	9	0.0946228134224	0.221850596289	SERA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977347
Diseases associated with surfactant metabolism	Reactome	R-HSA-5687613	1	9	0.0946228134224	0.221850596289	ABCA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5687613
Small interfering RNA (siRNA) biogenesis	Reactome	R-HSA-426486	1	9	0.0946228134224	0.221850596289	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-426486
MET activates RAS signaling	Reactome	R-HSA-8851805	1	9	0.0946228134224	0.221850596289	MET	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8851805
Regulation of PTEN mRNA translation	Reactome	R-HSA-8943723	1	9	0.0946228134224	0.221850596289	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8943723
Regulation of commissural axon pathfinding by SLIT and ROBO	Reactome	R-HSA-428542	1	9	0.0946228134224	0.221850596289	SLIT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428542
Adrenoceptors	Reactome	R-HSA-390696	1	9	0.0946228134224	0.221850596289	ADRB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390696
Formation of the Editosome	Reactome	R-HSA-75094	1	9	0.0946228134224	0.221850596289	A1CF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75094
MET receptor recycling	Reactome	R-HSA-8875656	1	9	0.0946228134224	0.221850596289	MET	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875656
Chylomicron assembly	Reactome	R-HSA-8963888	1	9	0.0946228134224	0.221850596289	ABL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963888
mRNA Editing: C to U Conversion	Reactome	R-HSA-72200	1	9	0.0946228134224	0.221850596289	A1CF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72200
Transport of nucleotide sugars	Reactome	R-HSA-727802	1	9	0.0946228134224	0.221850596289	FUCT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-727802
Cargo trafficking to the periciliary membrane	Reactome	R-HSA-5620920	2	51	0.0967792789753	0.226361150103	BBS12|GBF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620920
Insulin resistance	KEGG PATHWAY	hsa04931	3	108	0.0979768324853	0.228065689015	PP1G|FAT|G6PC2	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:948%09red/hsa:5506%09red/hsa:57818%09red
Stimuli-sensing channels	Reactome	R-HSA-2672351	3	108	0.0979768324853	0.228065689015	TRPV5|TRPV6|TRPM3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2672351
Packaging Of Telomere Ends	Reactome	R-HSA-171306	2	52	0.0998703167685	0.23050877643	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-171306
Aquaporin-mediated transport	Reactome	R-HSA-445717	2	52	0.0998703167685	0.23050877643	AQP8|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445717
Amyloid fiber formation	Reactome	R-HSA-977225	3	109	0.0999740016995	0.23050877643	PLC|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977225
Pre-NOTCH Expression and Processing	Reactome	R-HSA-1912422	3	109	0.0999740016995	0.23050877643	H2B|H2A|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912422
Chromosome Maintenance	Reactome	R-HSA-73886	3	110	0.101987469311	0.234595289928	H2A|CENPI|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73886
Programmed Cell Death	Reactome	R-HSA-5357801	4	175	0.102579171631	0.235399844333	CYC|PSME4|BIRC3|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357801
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	Reactome	R-HSA-8854050	2	53	0.102988645508	0.235473394247	PSME4|FBXL7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854050
rRNA processing in the mitochondrion	Reactome	R-HSA-8868766	1	10	0.103579252557	0.235473394247	NSUN4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8868766
MET activates RAP1 and RAC1	Reactome	R-HSA-8875555	1	10	0.103579252557	0.235473394247	MET	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875555
TRIF-mediated programmed cell death	Reactome	R-HSA-2562578	1	10	0.103579252557	0.235473394247	TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2562578
Nucleotide Excision Repair	Reactome	R-HSA-5696398	3	111	0.104017041256	0.23591743856	NFRKB|CHD1L|AQR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696398
TNF signaling pathway	KEGG PATHWAY	hsa04668	3	112	0.106062522533	0.239045888917	VEGFD|TRAF3|BIRC3	http://www.genome.jp/kegg-bin/show_pathway?hsa04668/hsa:2277%09red/hsa:330%09red/hsa:7187%09red
Fanconi anemia pathway	KEGG PATHWAY	hsa03460	2	54	0.106133426529	0.239045888917	BACH1|TOP3A	http://www.genome.jp/kegg-bin/show_pathway?hsa03460/hsa:83990%09red/hsa:7156%09red
SCF-beta-TrCP mediated degradation of Emi1	Reactome	R-HSA-174113	2	54	0.106133426529	0.239045888917	FBX5|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174113
Legionellosis	KEGG PATHWAY	hsa05134	2	55	0.109303835008	0.241637053338	CYC|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:54205%09red/hsa:7099%09red
Depurination	Reactome	R-HSA-73927	2	55	0.109303835008	0.241637053338	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73927
Recognition and association of DNA glycosylase with site containing an affected purine	Reactome	R-HSA-110330	2	55	0.109303835008	0.241637053338	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110330
Cleavage of the damaged purine	Reactome	R-HSA-110331	2	55	0.109303835008	0.241637053338	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110331
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Reactome	R-HSA-168643	2	55	0.109303835008	0.241637053338	CASP2|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168643
Alcoholism	KEGG PATHWAY	hsa05034	4	180	0.110495606212	0.241637053338	DDC|H2B|H2A|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05034/hsa:1812%09red/hsa:8338%09red/hsa:1644%09red/hsa:8349%09red
Neutrophil degranulation	Reactome	R-HSA-6798695	8	478	0.111606009317	0.241637053338	MGA|ARSB|CHIT1|FAT|FGL2|NPC2|HMHA1|NEP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798695
Nonsense-Mediated Decay (NMD)	Reactome	R-HSA-927802	3	115	0.11229245971	0.241637053338	GST1|EST1C|EST1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-927802
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Reactome	R-HSA-975957	3	115	0.11229245971	0.241637053338	GST1|EST1C|EST1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975957
Taurine and hypotaurine metabolism	KEGG PATHWAY	hsa00430	1	11	0.112447313957	0.241637053338	GGT1	http://www.genome.jp/kegg-bin/show_pathway?hsa00430/hsa:2678%09red
Dermatan sulfate biosynthesis	Reactome	R-HSA-2022923	1	11	0.112447313957	0.241637053338	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022923
Free fatty acids regulate insulin secretion	Reactome	R-HSA-400451	1	11	0.112447313957	0.241637053338	FAT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400451
Regulation of gene expression by Hypoxia-inducible Factor	Reactome	R-HSA-1234158	1	11	0.112447313957	0.241637053338	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234158
Regulation of the apoptosome activity	Reactome	R-HSA-9627069	1	11	0.112447313957	0.241637053338	CYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9627069
Phenylalanine and tyrosine metabolism	Reactome	R-HSA-8963691	1	11	0.112447313957	0.241637053338	HGD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963691
Type I hemidesmosome assembly	Reactome	R-HSA-446107	1	11	0.112447313957	0.241637053338	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446107
Formation of apoptosome	Reactome	R-HSA-111458	1	11	0.112447313957	0.241637053338	CYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111458
Mucopolysaccharidoses	Reactome	R-HSA-2206281	1	11	0.112447313957	0.241637053338	ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2206281
