##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Ras signaling pathway	KEGG PATHWAY	hsa04014	2	232	0.404463013097	0.47187351528	TIE2|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04014/hsa:29110%09red/hsa:7010%09red
Platelet homeostasis	Reactome	R-HSA-418346	1	87	0.407697629977	0.47491434247	PDE2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418346
PI3K/AKT Signaling in Cancer	Reactome	R-HSA-2219528	1	88	0.411216257918	0.477932680442	BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219528
Switching of origins to a post-replicative state	Reactome	R-HSA-69052	1	89	0.414714071918	0.477932680442	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69052
Transcriptional regulation of granulopoiesis	Reactome	R-HSA-9616222	1	89	0.414714071918	0.477932680442	SPI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9616222
Activation of NMDA receptors and postsynaptic events	Reactome	R-HSA-442755	1	89	0.414714071918	0.477932680442	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442755
Macroautophagy	Reactome	R-HSA-1632852	1	89	0.414714071918	0.477932680442	TOM22	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1632852
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-HSA-6811558	1	89	0.414714071918	0.477932680442	BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811558
Cell junction organization	Reactome	R-HSA-446728	1	90	0.418191194574	0.481206306085	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446728
Rheumatoid arthritis	KEGG PATHWAY	hsa05323	1	91	0.421647747764	0.483711225052	TIE2	http://www.genome.jp/kegg-bin/show_pathway?hsa05323/hsa:7010%09red
Opioid Signalling	Reactome	R-HSA-111885	1	91	0.421647747764	0.483711225052	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111885
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Reactome	R-HSA-975138	1	92	0.425083852649	0.486404985046	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975138
IL-17 signaling pathway	KEGG PATHWAY	hsa04657	1	93	0.428499629683	0.486404985046	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04657/hsa:29110%09red
Pre-NOTCH Transcription and Translation	Reactome	R-HSA-1912408	1	93	0.428499629683	0.486404985046	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912408
Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	R-HSA-168181	1	93	0.428499629683	0.486404985046	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168181
Recruitment of NuMA to mitotic centrosomes	Reactome	R-HSA-380320	1	93	0.428499629683	0.486404985046	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380320
Toll Like Receptor 3 (TLR3) Cascade	Reactome	R-HSA-168164	1	93	0.428499629683	0.486404985046	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168164
MyD88 dependent cascade initiated on endosome	Reactome	R-HSA-975155	1	93	0.428499629683	0.486404985046	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975155
Fc gamma R-mediated phagocytosis	KEGG PATHWAY	hsa04666	1	94	0.431895198611	0.489524393028	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa04666/hsa:8613%09red
Antimicrobial peptides	Reactome	R-HSA-6803157	1	95	0.435270678476	0.491875385542	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803157
Metabolism of nucleotides	Reactome	R-HSA-15869	1	95	0.435270678476	0.491875385542	ADK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-15869
Dilated cardiomyopathy (DCM)	KEGG PATHWAY	hsa05414	1	96	0.438626187623	0.493454461076	ADRB1	http://www.genome.jp/kegg-bin/show_pathway?hsa05414/hsa:153%09red
Downstream TCR signaling	Reactome	R-HSA-202424	1	96	0.438626187623	0.493454461076	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202424
Negative regulation of the PI3K/AKT network	Reactome	R-HSA-199418	1	96	0.438626187623	0.493454461076	BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199418
Anchoring of the basal body to the plasma membrane	Reactome	R-HSA-5620912	1	97	0.441961843703	0.494265020473	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620912
VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097	1	97	0.441961843703	0.494265020473	HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4420097
p75 NTR receptor-mediated signalling	Reactome	R-HSA-193704	1	97	0.441961843703	0.494265020473	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193704
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	1	97	0.441961843703	0.494265020473	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
Pancreatic secretion	KEGG PATHWAY	hsa04972	1	98	0.445277763677	0.495044101971	CCKAR	http://www.genome.jp/kegg-bin/show_pathway?hsa04972/hsa:886%09red
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	1	98	0.445277763677	0.495044101971	PDE2A	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:5138%09red
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	1	98	0.445277763677	0.495044101971	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	1	98	0.445277763677	0.495044101971	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
Choline metabolism in cancer	KEGG PATHWAY	hsa05231	1	99	0.448574063819	0.497246322944	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa05231/hsa:8613%09red
CLEC7A (Dectin-1) signaling	Reactome	R-HSA-5607764	1	99	0.448574063819	0.497246322944	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607764
NF-kappa B signaling pathway	KEGG PATHWAY	hsa04064	1	100	0.451850859722	0.499414108114	XIAP	http://www.genome.jp/kegg-bin/show_pathway?hsa04064/hsa:331%09red
TNFR2 non-canonical NF-kB pathway	Reactome	R-HSA-5668541	1	100	0.451850859722	0.499414108114	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668541
Melanogenesis	KEGG PATHWAY	hsa04916	1	101	0.455108266301	0.500817830165	CATB	http://www.genome.jp/kegg-bin/show_pathway?hsa04916/hsa:7306%09red
Interleukin-1 signaling	Reactome	R-HSA-9020702	1	101	0.455108266301	0.500817830165	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020702
COPI-mediated anterograde transport	Reactome	R-HSA-6807878	1	101	0.455108266301	0.500817830165	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807878
ABC-family proteins mediated transport	Reactome	R-HSA-382556	1	102	0.458346397794	0.503648076646	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382556
Transcriptional regulation by small RNAs	Reactome	R-HSA-5578749	1	103	0.461565367773	0.506449082781	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5578749
Signaling by VEGF	Reactome	R-HSA-194138	1	106	0.471108434351	0.516170980245	HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194138
Th17 cell differentiation	KEGG PATHWAY	hsa04659	1	107	0.474251880704	0.518113326318	ROR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:6095%09red
Integration of energy metabolism	Reactome	R-HSA-163685	1	107	0.474251880704	0.518113326318	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163685
Autophagy	Reactome	R-HSA-9612973	1	108	0.477376723475	0.520774607427	TOM22	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9612973
HIF-1 signaling pathway	KEGG PATHWAY	hsa04066	1	109	0.480483072295	0.522654967849	TIE2	http://www.genome.jp/kegg-bin/show_pathway?hsa04066/hsa:7010%09red
Pre-NOTCH Expression and Processing	Reactome	R-HSA-1912422	1	109	0.480483072295	0.522654967849	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912422
Nucleotide Excision Repair	Reactome	R-HSA-5696398	1	111	0.486640723391	0.52859250989	NFRKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696398
TNF signaling pathway	KEGG PATHWAY	hsa04668	1	112	0.489692241724	0.531143952286	PGAM5	http://www.genome.jp/kegg-bin/show_pathway?hsa04668/hsa:192111%09red
Serotonergic synapse	KEGG PATHWAY	hsa04726	1	115	0.498738850951	0.540181334268	DDC	http://www.genome.jp/kegg-bin/show_pathway?hsa04726/hsa:1644%09red
TCR signaling	Reactome	R-HSA-202403	1	117	0.504681025681	0.54583527241	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202403
Synthesis of DNA	Reactome	R-HSA-69239	1	118	0.507625757388	0.547453741206	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69239
Transcriptional regulation by RUNX2	Reactome	R-HSA-8878166	1	118	0.507625757388	0.547453741206	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878166
GPCR ligand binding	Reactome	R-HSA-500792	3	454	0.51004705261	0.549281441273	ADRB1|CCKAR|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-500792
Signaling by Receptor Tyrosine Kinases	Reactome	R-HSA-9006934	3	458	0.515873993112	0.554495683149	ESRP1|LAMA3|HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006934
Yersinia infection	KEGG PATHWAY	hsa05135	1	121	0.516355768435	0.554495683149	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05135/hsa:29110%09red
Membrane Trafficking	Reactome	R-HSA-199991	4	631	0.520834378091	0.558511758634	SYT12|SYT9|RT14|COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
Cell-Cell communication	Reactome	R-HSA-1500931	1	125	0.527756484057	0.56433366612	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500931
DNA Replication	Reactome	R-HSA-69306	1	126	0.530564600105	0.566535081468	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69306
MicroRNAs in cancer	KEGG PATHWAY	hsa05206	2	299	0.534019155353	0.569419578909	PDCD4|TIMP3	http://www.genome.jp/kegg-bin/show_pathway?hsa05206/hsa:7078%09red/hsa:27250%09red
Osteoclast differentiation	KEGG PATHWAY	hsa04380	1	128	0.536131049082	0.57006339396	SPI1	http://www.genome.jp/kegg-bin/show_pathway?hsa04380/hsa:6688%09red
Oocyte meiosis	KEGG PATHWAY	hsa04114	1	128	0.536131049082	0.57006339396	FBX5	http://www.genome.jp/kegg-bin/show_pathway?hsa04114/hsa:26271%09red
Formation of the cornified envelope	Reactome	R-HSA-6809371	1	129	0.538889577494	0.572191742396	LIPN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6809371
G1/S Transition	Reactome	R-HSA-69206	1	130	0.541631771224	0.574296800905	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69206
FoxO signaling pathway	KEGG PATHWAY	hsa04068	1	132	0.547067539321	0.579247982811	FBX25	http://www.genome.jp/kegg-bin/show_pathway?hsa04068/hsa:26260%09red
Mitotic Prophase	Reactome	R-HSA-68875	1	134	0.552439117116	0.584117444111	NEK7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68875
Late Phase of HIV Life Cycle	Reactome	R-HSA-162599	1	136	0.557747259408	0.588906324179	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162599
Apelin signaling pathway	KEGG PATHWAY	hsa04371	1	137	0.560377775696	0.590858575211	NRF1	http://www.genome.jp/kegg-bin/show_pathway?hsa04371/hsa:4899%09red
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	3	492	0.56385130708	0.59369301971	CYC|ZFP37|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:29110%09red/hsa:54205%09red/hsa:7539%09red
Fluid shear stress and atherosclerosis	KEGG PATHWAY	hsa05418	1	139	0.565592160681	0.594697737795	GSTO1	http://www.genome.jp/kegg-bin/show_pathway?hsa05418/hsa:9446%09red
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	hsa04550	1	140	0.5681762126	0.595757582144	HESX1	http://www.genome.jp/kegg-bin/show_pathway?hsa04550/hsa:8820%09red
C-type lectin receptors (CLRs)	Reactome	R-HSA-5621481	1	140	0.5681762126	0.595757582144	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621481
RHO GTPase Effectors	Reactome	R-HSA-195258	2	321	0.572191137523	0.599136426548	FMNL3|SRF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
Cell adhesion molecules (CAMs)	KEGG PATHWAY	hsa04514	1	146	0.583362243435	0.609988735874	L1CAM	http://www.genome.jp/kegg-bin/show_pathway?hsa04514/hsa:3897%09red
Mitotic G1-G1/S phases	Reactome	R-HSA-453279	1	147	0.58584103205	0.611734558329	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453279
Phospholipase D signaling pathway	KEGG PATHWAY	hsa04072	1	148	0.58830513575	0.613460251899	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa04072/hsa:8613%09red
Adrenergic signaling in cardiomyocytes	KEGG PATHWAY	hsa04261	1	149	0.590754641159	0.614319819417	ADRB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04261/hsa:153%09red
HIV Life Cycle	Reactome	R-HSA-162587	1	149	0.590754641159	0.614319819417	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162587
Phagosome	KEGG PATHWAY	hsa04145	1	152	0.598016426286	0.621017058066	COMP	http://www.genome.jp/kegg-bin/show_pathway?hsa04145/hsa:1311%09red
Hippo signaling pathway	KEGG PATHWAY	hsa04390	1	154	0.602786190296	0.624255287485	LATS1	http://www.genome.jp/kegg-bin/show_pathway?hsa04390/hsa:9113%09red
ER to Golgi Anterograde Transport	Reactome	R-HSA-199977	1	154	0.602786190296	0.624255287485	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199977
S Phase	Reactome	R-HSA-69242	1	160	0.616759985018	0.637853007762	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69242
G alpha (s) signalling events	Reactome	R-HSA-418555	3	536	0.621475677224	0.641851928937	ADRB1|PDE2A|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418555
Hepatocellular carcinoma	KEGG PATHWAY	hsa05225	1	168	0.63463313602	0.653654837645	GSTO1	http://www.genome.jp/kegg-bin/show_pathway?hsa05225/hsa:9446%09red
Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231	1	168	0.63463313602	0.653654837645	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983231
Regulation of expression of SLITs and ROBOs	Reactome	R-HSA-9010553	1	169	0.636808104759	0.655002622038	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010553
Infectious disease	Reactome	R-HSA-5663205	2	372	0.651782403455	0.66949388181	RCC1|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663205
mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	1	183	0.665938002903	0.683106011119	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72163
Transport to the Golgi and subsequent modification	Reactome	R-HSA-948021	1	185	0.669904956597	0.68624410188	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-948021
Transcriptional misregulation in cancer	KEGG PATHWAY	hsa05202	1	186	0.671870808174	0.686397744567	SPI1	http://www.genome.jp/kegg-bin/show_pathway?hsa05202/hsa:6688%09red
Separation of Sister Chromatids	Reactome	R-HSA-2467813	1	186	0.671870808174	0.686397744567	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2467813
Peptide ligand-binding receptors	Reactome	R-HSA-375276	1	188	0.675767607008	0.689447113223	CCKAR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375276
mRNA Splicing	Reactome	R-HSA-72172	1	191	0.681526570956	0.694385562861	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72172
Mitotic Anaphase	Reactome	R-HSA-68882	1	194	0.6871836745	0.698267282153	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68882
Cellular Senescence	Reactome	R-HSA-2559583	1	194	0.6871836745	0.698267282153	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
Mitotic Prometaphase	Reactome	R-HSA-68877	1	196	0.690899374995	0.701100573821	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68877
Neurotransmitter receptors and postsynaptic signal transmission	Reactome	R-HSA-112314	1	197	0.692740711678	0.701207870148	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112314
Neuronal System	Reactome	R-HSA-112316	2	402	0.692860157408	0.701207870148	SYT9|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112316
Cilium Assembly	Reactome	R-HSA-5617833	1	200	0.698199445064	0.705666818808	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5617833
Viral carcinogenesis	KEGG PATHWAY	hsa05203	1	201	0.699997477751	0.706539510254	SRF	http://www.genome.jp/kegg-bin/show_pathway?hsa05203/hsa:6722%09red
Intra-Golgi and retrograde Golgi-to-ER traffic	Reactome	R-HSA-6811442	1	202	0.701784843833	0.707399122583	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811442
Rap1 signaling pathway	KEGG PATHWAY	hsa04015	1	210	0.715707258387	0.720472286738	TIE2	http://www.genome.jp/kegg-bin/show_pathway?hsa04015/hsa:7010%09red
Keratinization	Reactome	R-HSA-6805567	1	213	0.720759632911	0.724593460745	LIPN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6805567
G alpha (q) signalling events	Reactome	R-HSA-416476	1	214	0.722423809915	0.725301992425	CCKAR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416476
SLC-mediated transmembrane transport	Reactome	R-HSA-425407	1	249	0.774845430474	0.776900723393	APOD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425407
Transmission across Chemical Synapses	Reactome	R-HSA-112315	1	261	0.790446061135	0.79149300956	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112315
Olfactory transduction	KEGG PATHWAY	hsa04740	1	448	0.931751992008	0.931751992008	PDE2A	http://www.genome.jp/kegg-bin/show_pathway?hsa04740/hsa:5138%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
